_debug,_prepare,_run,_timeout,_trialId,acc,accuracy,auto_log,average_response_time,avg_rt,background,bidi,cal_beep,cal_target_size,canvas_backend,cols,column_order,compensation,cond,coordinates,correct,correct_feedback,correct_keyboard_wait,correct_response,count_CHANGELOG,count_Instructions,count_block_loop,count_collect_response,count_correct_feedback,count_dual_instruction_EN,count_dual_instruction_NL,count_dual_response_feedback,count_end_of_experiment_EN,count_end_of_experiment_NL,count_end_of_practice_EN,count_end_of_practice_NL,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_log,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_feedback_count_response,count_form_base,count_get_count_response,count_incorrect_feedback,count_init,count_init_trial,count_keyboard_wait,count_practice_loop,count_response,count_response_question,count_single_feedback,count_single_instruction_EN,count_single_instruction_NL,count_sketchpad,count_suppress_warnings,count_timeout_feedback,count_trial_sequence,custom_cursor,cycles,description,digitCount,duration,expyriment_opengl,eye_used,file,flush,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,form_question,form_text,form_title,form_var,height,img,imgNr,item,keyboard_backend,lang,log_msg,mode,mouse_backend,nGap,nSacc,n_blink,note,offset,ok_text,only_render,order,outlier,practice,press_key,render_only,repeat,repeat_cycle,reset_variables,resp,response,response_correct_feedback,response_feedback_count_response,response_incorrect_feedback,response_keyboard_wait,response_time,response_time_correct_feedback,response_time_feedback_count_response,response_time_incorrect_feedback,response_time_keyboard_wait,response_time_timeout_feedback,response_timeout_feedback,rows,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scene,sceneNr,search_rt,skip,sound_freq,sound_sample_size,srcFolder,start,start_response_interval,subject_nr,subject_parity,synth_backend,targetDigit,throttle,time_CHANGELOG,time_Instructions,time_block_loop,time_collect_response,time_correct_feedback,time_dual_instruction_EN,time_dual_instruction_NL,time_dual_response_feedback,time_end_of_experiment_EN,time_end_of_experiment_NL,time_end_of_practice_EN,time_end_of_practice_NL,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_log,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback_count_response,time_form_base,time_get_count_response,time_incorrect_feedback,time_init,time_init_trial,time_keyboard_wait,time_practice_loop,time_single_feedback,time_single_instruction_EN,time_single_instruction_NL,time_sketchpad,time_suppress_warnings,time_timeout_feedback,time_trial_sequence,timeout,timeout_feedback,title,tracker_attached,transparent_variables,trialCount,trialId,trialType,voiceInterval,width,xTarget,xpos,yTarget,ypos
no,NA,NA,20000,166,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,166,57,166,166,166,0,0,0,0,0,0,166,166,166,166,You,64,0,166,2,0,166,168,0,0,How,166,166,166,166,0,40,166,no,NA,Message,0,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,183,NA,legacy,english,NA,NA,xpyriment,0,20,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,831,602,831,2218,1177,822,space,NA,8189,NA,NA,legacy,183.0,183,4698,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,5,2,NA,11956254,NA,NA,14743344,16228892,NA,NA,NA,NA,12238356,NA,NA,10559992,16230304,16240163,16231851,16228149,16239331,10557813,16236680,14029000,NA,NA,16229127,NA,NA,14740371,NA,16231983,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,166,control,1500,1280,277,NA,464,NA
no,NA,NA,20000,167,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,167,57,167,167,167,0,0,0,0,0,0,167,167,167,167,You,65,0,167,2,0,167,169,0,3,How,167,167,167,167,0,40,167,no,NA,Message,2,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,81,NA,legacy,english,NA,NA,xpyriment,0,83,8,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,m,space,m,space,space,2277,602,2277,2218,718,822,space,NA,28805,NA,NA,legacy,81.0,81,20001,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,3,2,NA,11956254,NA,NA,14743344,16241296,NA,NA,NA,NA,12238356,NA,NA,10559992,16242236,16277127,16248204,16240512,16274849,10557813,16268332,14029000,NA,NA,16241518,NA,NA,14740371,NA,16248332,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,167,control,1500,1280,323,NA,441,NA
no,NA,NA,20000,168,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,168,57,168,168,168,0,0,0,0,0,0,168,168,168,168,You,66,0,168,2,0,168,170,0,1,How,168,168,168,168,0,40,168,no,NA,Message,1,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,28,NA,legacy,english,NA,NA,xpyriment,0,40,5,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,return,space,return,space,space,869,602,869,2218,3302,822,space,NA,15073,NA,NA,legacy,28.0,28,11074,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,2,2,NA,11956254,NA,NA,14743344,16278220,NA,NA,NA,NA,12238356,NA,NA,10559992,16281742,16297780,16282584,16277476,16296910,10557813,16293789,14029000,NA,NA,16278440,NA,NA,14740371,NA,16282716,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,168,control,1500,1280,845,NA,591,NA
no,NA,NA,20000,169,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,169,57,169,169,169,0,0,0,0,0,0,169,169,169,169,You,67,0,169,2,0,169,171,0,0,How,169,169,169,169,0,40,169,no,NA,Message,0,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,110,NA,legacy,english,NA,NA,xpyriment,0,82,4,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,n,space,n,space,space,997,602,997,2218,1286,822,space,NA,23517,NA,NA,legacy,110.0,110,20001,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,2,2,NA,11956254,NA,NA,14743344,16298875,NA,NA,NA,NA,12238356,NA,NA,10559992,16300401,16327681,16304045,16298129,16326684,10557813,16324175,14029000,NA,NA,16299114,NA,NA,14740371,NA,16304175,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,169,control,1500,1280,161,NA,55,NA
no,NA,NA,20000,170,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,1,m,0,0,0,170,57,170,170,170,0,0,0,0,0,0,170,170,170,170,You,68,0,170,2,0,170,172,0,2,How,170,170,170,170,0,40,170,no,NA,Message,3,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,82,NA,legacy,english,NA,NA,xpyriment,0,97,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,return,space,return,space,m,2033,602,2033,2218,960,822,space,NA,28662,NA,NA,legacy,82.0,82,20000,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,4,2,NA,11956254,NA,NA,14743344,16328850,NA,NA,NA,NA,12238356,NA,NA,10559992,16330032,16359662,16330888,16328030,16357628,10557813,16351010,14029000,NA,NA,16329072,NA,NA,14740371,NA,16331010,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,170,control,1500,1280,1251,NA,511,NA
no,NA,NA,20000,171,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,1,m,0,0,0,171,57,171,171,171,0,0,0,0,0,0,171,171,171,171,You,69,0,171,2,0,171,173,0,1,How,171,171,171,171,0,40,171,no,NA,Message,1,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,196,NA,legacy,english,NA,NA,xpyriment,0,76,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,m,space,m,space,m,1677,602,1677,2218,37164,822,space,NA,24181,NA,NA,legacy,196.0,196,20000,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,5,2,NA,11956254,NA,NA,14743344,16360763,NA,NA,NA,NA,12238356,NA,NA,10559992,16398149,16424784,16400477,16360011,16423106,10557813,16420612,14029000,NA,NA,16360984,NA,NA,14740371,NA,16400612,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,171,control,1500,1280,533,NA,824,NA
no,NA,NA,20000,172,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,172,57,172,172,172,0,0,0,0,0,0,172,172,172,172,You,70,0,172,2,0,172,174,0,1,How,172,172,172,172,0,40,172,no,NA,Message,1,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,130,NA,legacy,english,NA,NA,xpyriment,0,26,5,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,m,space,m,space,space,1252,602,1252,2218,826,822,space,NA,11498,NA,NA,legacy,130.0,130,4584,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,4,2,NA,11956254,NA,NA,14743344,16425883,NA,NA,NA,NA,12238356,NA,NA,10559992,16426939,16439672,16428054,16425133,16438419,10557813,16432766,14029000,NA,NA,16426112,NA,NA,14740371,NA,16428183,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,172,control,1500,1280,20,NA,274,NA
no,NA,NA,20000,173,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,1,m,0,0,0,173,57,173,173,173,0,0,0,0,0,0,173,173,173,173,You,71,0,173,2,0,173,175,0,1,How,173,173,173,173,0,40,173,no,NA,Message,1,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,153,NA,legacy,english,NA,NA,xpyriment,0,57,4,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,m,space,m,space,m,2077,602,2077,2218,418,822,space,NA,19537,NA,NA,legacy,153.0,153,14834,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,2,2,NA,11956254,NA,NA,14743344,16440763,NA,NA,NA,NA,12238356,NA,NA,10559992,16441393,16461771,16442117,16440021,16459694,10557813,16457077,14029000,NA,NA,16440974,NA,NA,14740371,NA,16442244,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,173,control,1500,1280,649,NA,123,NA
no,NA,NA,20000,174,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,174,57,174,174,174,0,0,0,0,0,0,174,174,174,174,You,72,0,174,2,0,174,176,0,1,How,174,174,174,174,0,40,174,no,NA,Message,1,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,104,NA,legacy,english,NA,NA,xpyriment,0,11,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,comma,space,comma,space,space,988,602,988,2218,1582,822,space,NA,5072,NA,NA,legacy,104.0,104,2597,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,1,2,NA,11956254,NA,NA,14743344,16462863,NA,NA,NA,NA,12238356,NA,NA,10559992,16464666,16470651,16465469,16462120,16469663,10557813,16468186,14029000,NA,NA,16463084,NA,NA,14740371,NA,16465590,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,174,control,1500,1280,943,NA,79,NA
no,NA,NA,20000,175,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,175,57,175,175,175,0,0,0,0,0,0,175,175,175,175,You,73,0,175,2,0,175,177,0,7,How,175,175,175,175,0,40,175,no,NA,Message,7,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,11,NA,legacy,english,NA,NA,xpyriment,0,71,2,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,return,space,return,space,m,1134,602,1134,2218,914,822,space,NA,23455,NA,NA,legacy,11.0,11,20000,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,5,2,NA,11956254,NA,NA,14743344,16471724,NA,NA,NA,NA,12238356,NA,NA,10559992,16472882,16497601,16474036,16471001,16496466,10557813,16494156,14029000,NA,NA,16471968,NA,NA,14740371,NA,16474156,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,175,control,1500,1280,542,NA,665,NA
no,NA,NA,20000,176,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,1,m,0,0,0,176,57,176,176,176,0,0,0,0,0,0,176,176,176,176,You,74,0,176,2,0,176,178,0,0,How,176,176,176,176,0,40,176,no,NA,Message,0,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,114,NA,legacy,english,NA,NA,xpyriment,0,26,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,z,space,z,space,m,900,602,900,2218,1144,822,space,NA,9625,NA,NA,legacy,114.0,114,5274,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,2,2,NA,11956254,NA,NA,14743344,16498702,NA,NA,NA,NA,12238356,NA,NA,10559992,16500065,16512946,16503205,16497950,16512046,10557813,16508604,14029000,NA,NA,16498921,NA,NA,14740371,NA,16503330,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,176,control,1500,1280,786,NA,106,NA
no,NA,NA,20000,177,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,177,57,177,177,177,0,0,0,0,0,0,177,177,177,177,You,75,0,177,2,0,177,179,0,0,How,177,177,177,177,0,40,177,no,NA,Message,0,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,25,NA,legacy,english,NA,NA,xpyriment,0,18,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,2979,602,2979,2218,1629,822,space,NA,6627,NA,NA,legacy,25.0,25,1376,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,3,2,NA,11956254,NA,NA,14743344,16514034,NA,NA,NA,NA,12238356,NA,NA,10559992,16515881,16528868,16522121,16513295,16525889,10557813,16523626,14029000,NA,NA,16514251,NA,NA,14740371,NA,16522250,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,177,control,1500,1280,637,NA,556,NA
no,NA,NA,20000,178,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,178,57,178,178,178,0,0,0,0,0,0,178,178,178,178,You,76,0,178,2,0,178,180,0,3,How,178,178,178,178,0,40,178,no,NA,Message,3,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,134,NA,legacy,english,NA,NA,xpyriment,0,79,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,return,space,return,space,space,823,602,823,2218,1597,822,space,NA,23744,NA,NA,legacy,134.0,134,20001,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,1,2,NA,11956254,NA,NA,14743344,16529947,NA,NA,NA,NA,12238356,NA,NA,10559992,16531763,16561932,16538063,16529217,16561108,10557813,16558198,14029000,NA,NA,16530165,NA,NA,14740371,NA,16538198,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,178,control,1500,1280,774,NA,571,NA
no,NA,NA,20000,179,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,1,m,0,0,0,179,57,179,179,179,0,0,0,0,0,0,179,179,179,179,You,77,0,179,2,0,179,181,0,1,How,179,179,179,179,0,40,179,no,NA,Message,1,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,9,NA,legacy,english,NA,NA,xpyriment,0,38,6,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,m,1249,602,1249,2218,681,822,space,NA,13497,NA,NA,legacy,9.0,9,7504,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,3,2,NA,11956254,NA,NA,14743344,16563024,NA,NA,NA,NA,12238356,NA,NA,10559992,16563928,16581060,16567451,16562281,16579811,10557813,16575075,14029000,NA,NA,16563246,NA,NA,14740371,NA,16567572,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,179,control,1500,1280,1141,NA,151,NA
no,NA,NA,20000,180,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,180,57,180,180,180,0,0,0,0,0,0,180,180,180,180,You,78,0,180,2,0,180,182,0,0,How,180,180,180,180,0,40,180,no,NA,Message,0,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,59,NA,legacy,english,NA,NA,xpyriment,0,17,4,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,1956,602,1956,2218,734,822,space,NA,7492,NA,NA,legacy,59.0,59,1850,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,3,2,NA,11956254,NA,NA,14743344,16582183,NA,NA,NA,NA,12238356,NA,NA,10559992,16583135,16592288,16584680,16581409,16590332,10557813,16586655,14029000,NA,NA,16582400,NA,NA,14740371,NA,16584805,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,180,control,1500,1280,448,NA,433,NA
no,NA,NA,20000,181,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,181,57,181,181,181,0,0,0,0,0,0,181,181,181,181,You,79,0,181,2,0,181,183,0,0,How,181,181,181,181,0,40,181,no,NA,Message,1,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,54,NA,legacy,english,NA,NA,xpyriment,0,40,4,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,m,space,m,space,space,2929,602,2929,2218,1773,822,space,NA,14210,NA,NA,legacy,54.0,54,7786,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,1,2,NA,11956254,NA,NA,14743344,16593387,NA,NA,NA,NA,12238356,NA,NA,10559992,16595379,16612432,16598098,16592637,16609503,10557813,16606017,14029000,NA,NA,16593605,NA,NA,14740371,NA,16598231,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,181,control,1500,1280,284,NA,188,NA
no,NA,NA,20000,182,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,182,57,182,182,182,0,0,0,0,0,0,182,182,182,182,You,80,0,182,2,0,182,184,0,6,How,182,182,182,182,0,40,182,no,NA,Message,6,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,61,NA,legacy,english,NA,NA,xpyriment,0,77,5,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,m,space,m,space,space,1562,602,1562,2218,7444,822,space,NA,24032,NA,NA,legacy,61.0,61,20001,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,1,2,NA,11956254,NA,NA,14743344,16613601,NA,NA,NA,NA,12238356,NA,NA,10559992,16621273,16646735,16622585,16612781,16645173,10557813,16642713,14029000,NA,NA,16613828,NA,NA,14740371,NA,16622713,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,182,control,1500,1280,545,NA,747,NA
no,NA,NA,20000,183,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,183,57,183,183,183,0,0,0,0,0,0,183,183,183,183,You,81,0,183,2,0,183,185,0,2,How,183,183,183,183,0,40,183,no,NA,Message,1,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,143,NA,legacy,english,NA,NA,xpyriment,0,42,7,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,m,space,m,space,m,2198,602,2198,2218,763,822,space,NA,21695,NA,NA,legacy,143.0,143,8806,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,3,2,NA,11956254,NA,NA,14743344,16647826,NA,NA,NA,NA,12238356,NA,NA,10559992,16648809,16676494,16654678,16647084,16674296,10557813,16663614,14029000,NA,NA,16648045,NA,NA,14740371,NA,16654808,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,183,control,1500,1280,662,NA,418,NA
no,NA,NA,20000,184,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,184,57,184,184,184,0,0,0,0,0,0,184,184,184,184,You,82,0,184,2,0,184,186,0,1,How,184,184,184,184,0,40,184,no,NA,Message,1,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,69,NA,legacy,english,NA,NA,xpyriment,0,81,2,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,comma,space,comma,space,space,709,602,709,2218,2155,822,space,NA,23046,NA,NA,legacy,69.0,69,20001,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,1,2,NA,11956254,NA,NA,14743344,16677590,NA,NA,NA,NA,12238356,NA,NA,10559992,16679975,16704931,16681769,16676843,16704221,10557813,16701895,14029000,NA,NA,16677820,NA,NA,14740371,NA,16681894,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,184,control,1500,1280,645,NA,476,NA
no,NA,NA,20000,185,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,1,m,0,0,0,185,57,185,185,185,0,0,0,0,0,0,185,185,185,185,You,83,0,185,2,0,185,187,0,1,How,185,185,185,185,0,40,185,no,NA,Message,1,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,101,NA,legacy,english,NA,NA,xpyriment,0,77,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,z,space,z,space,m,789,602,789,2218,549,822,space,NA,23527,NA,NA,legacy,101.0,101,20000,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,2,2,NA,11956254,NA,NA,14743344,16706033,NA,NA,NA,NA,12238356,NA,NA,10559992,16706809,16731413,16707769,16705280,16730623,10557813,16727895,14029000,NA,NA,16706259,NA,NA,14740371,NA,16707895,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,185,control,1500,1280,414,NA,499,NA
no,NA,NA,20000,186,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,186,57,186,186,186,0,0,0,0,0,0,186,186,186,186,You,84,0,186,2,0,186,188,0,2,How,186,186,186,186,0,40,186,no,NA,Message,3,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,148,NA,legacy,english,NA,NA,xpyriment,0,86,7,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,m,space,m,space,m,19618,602,19618,2218,735,822,space,NA,46381,NA,NA,legacy,148.0,148,20001,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,1,2,NA,11956254,NA,NA,14743344,16732499,NA,NA,NA,NA,12238356,NA,NA,10559992,16733462,16780800,16734303,16731762,16761182,10557813,16754430,14029000,NA,NA,16732726,NA,NA,14740371,NA,16734430,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,186,control,1500,1280,412,NA,666,NA
no,NA,NA,20000,187,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,187,57,187,187,187,0,0,0,0,0,0,187,187,187,187,You,85,0,187,2,0,187,189,0,0,How,187,187,187,187,0,40,187,no,NA,Message,0,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,127,NA,legacy,english,NA,NA,xpyriment,0,15,2,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,943,602,943,2218,867,822,space,NA,5828,NA,NA,legacy,127.0,127,2806,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,5,2,NA,11956254,NA,NA,14743344,16781902,NA,NA,NA,NA,12238356,NA,NA,10559992,16782991,16790130,16784188,16781148,16789187,10557813,16787117,14029000,NA,NA,16782123,NA,NA,14740371,NA,16784311,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,187,control,1500,1280,599,NA,82,NA
no,NA,NA,20000,188,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,188,57,188,188,188,0,0,0,0,0,0,188,188,188,188,You,86,0,188,2,0,188,190,0,3,How,188,188,188,188,0,40,188,no,NA,Message,2,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,3,NA,legacy,english,NA,NA,xpyriment,0,92,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,m,space,m,space,space,4582,602,4582,2218,392,822,space,NA,27636,NA,NA,legacy,3.0,3,20001,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,3,2,NA,11956254,NA,NA,14743344,16791229,NA,NA,NA,NA,12238356,NA,NA,10559992,16791851,16820404,16792654,16790479,16815822,10557813,16812778,14029000,NA,NA,16791458,NA,NA,14740371,NA,16792778,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,188,control,1500,1280,1247,NA,644,NA
no,NA,NA,20000,189,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,189,57,189,189,189,0,0,0,0,0,0,189,189,189,189,You,87,0,189,2,0,189,191,0,0,How,189,189,189,189,0,40,189,no,NA,Message,0,NA,yes,undefined,PP02.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,72,NA,legacy,english,NA,NA,xpyriment,0,15,2,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,1020,602,1020,2218,1033,822,space,NA,6088,NA,NA,legacy,72.0,72,2401,NA,44100,-16,resources/stimuli,experiment,None,2,even,legacy,5,2,NA,11956254,NA,NA,14743344,16821495,NA,NA,NA,NA,12238356,NA,NA,10559992,16822752,16830419,16824220,16820753,16829399,10557813,16826741,14029000,NA,NA,16821718,NA,NA,14740371,NA,16824340,NA,14738418,NA,NA,Too,P0010.4,NA,no,200,189,control,1500,1280,986,NA,465,NA
